model,tau_steps,tau_minutes,patient_id,precision,recall,f1,f2,tp,fp,fn
patchtst_event,1,5,85208,0.009202453987730055,0.5714285714285443,0.018113207547169788,0.04322766570605172,12,1292,9
patchtst_event,1,5,85209,0.07976071784646054,0.7692307692307618,0.14453477868111989,0.28188865398167623,80,923,24
patchtst_event,1,5,85211,0.0,0.0,0.0,0.0,0,1009,26
patchtst_event,1,5,85214,0.008498583569405093,0.5714285714285443,0.016748080949057897,0.04010695187165763,12,1400,9
patchtst_event,1,5,85215,0.02164111812443641,0.8571428571428266,0.04221635883905006,0.09828009828009787,24,1085,4
patchtst_event,1,5,85216,0.07170172084130012,0.7978723404255235,0.13157894736842082,0.2637130801687755,75,971,19
patchtst_event,1,5,85217,0.027160493827160424,0.6874999999999571,0.052256532066508064,0.11727078891257871,11,394,5
patchtst_event,1,5,85218,0.013975155279503083,0.16363636363636067,0.025751072961373318,0.05208333333333302,9,635,46
patchtst_event,1,5,85219,0.0021231422505307834,0.9999999999995,0.004237288135593212,0.010526315789473628,2,940,0
patchtst_event,1,5,85220,0.046486486486486435,0.7678571428571291,0.08766564729867464,0.18711923411662232,43,882,13
patchtst_event,1,5,85221,0.004750593824228025,0.9999999999998334,0.009456264775413697,0.02331002331002322,6,1257,0
patchtst_event,1,5,85222,0.026455026455026426,0.37878787878787307,0.049455984174084956,0.10339123242349006,25,920,41
patchtst_event,1,5,85224,0.014634146341463403,0.5624999999999823,0.028526148969889017,0.06627393225331346,18,1212,14
patchtst_event,2,10,85101,0.00685453160700685,0.89999999999991,0.013605442176870729,0.03325942350332582,9,1304,1
patchtst_event,2,10,85102,0.037234042553191446,0.7777777777777605,0.07106598984771559,0.1562499999999993,35,905,10
patchtst_event,2,10,85104,0.008094186902133916,0.9166666666665902,0.016046681254558694,0.039090262970859845,11,1348,1
patchtst_event,2,10,85105,0.027119938884644756,0.5725806451612857,0.05178701677607583,0.11400128452151555,71,2547,53
patchtst_event,2,10,85106,0.043565683646112574,0.7471264367816006,0.08233058898036721,0.1766304347826082,65,1427,22
patchtst_event,2,10,85107,0.006506180871828233,0.4347826086956333,0.012820512820512804,0.03069367710251679,10,1527,13
patchtst_event,2,10,85111,0.0015847860538827246,0.9999999999995,0.0031645569620253116,0.007874015748031465,2,1260,0
patchtst_event,2,10,85112,0.005470459518599556,0.2941176470588063,0.01074113856068741,0.025458248472504958,5,909,12
patchtst_event,2,10,85116,0.01204819277108433,0.8421052631578505,0.02375649591685223,0.05698005698005678,16,1312,3
patchtst_event,2,10,85117,0.030896759608138636,0.7068965517241257,0.05920577617328511,0.13149454778704253,41,1286,17
patchtst_event,2,10,85118,0.13756097560975597,0.7747252747252705,0.23363711681855803,0.40216771249286826,141,884,41
patchtst_event,2,10,85119,0.0,0.0,0.0,0.0,0,338,22
patchtst_event,2,10,85120,0.0,0.0,0.0,0.0,0,15,9
patchtst_event,2,10,85121,0.017071569271175303,0.5909090909090775,0.033184428844926575,0.0765155974102411,26,1497,18
patchtst_event,2,10,85122,0.014587892049598823,0.9523809523809071,0.028735632183908004,0.06872852233676952,20,1351,1
patchtst_event,2,10,85123,0.05582524271844656,0.8214285714285617,0.10454545454545439,0.21946564885496117,69,1167,15
patchtst_event,2,10,85124,0.016607354685646482,0.48275862068963854,0.03211009174311919,0.07299270072992661,14,829,15
patchtst_event,2,10,85125,0.0,0.0,0.0,0.0,0,455,27
patchtst_event,2,10,85126,0.0,0.0,0.0,0.0,0,721,0
patchtst_event,2,10,85201,0.006205673758865243,0.3888888888888673,0.012216404886561935,0.029166666666666546,7,1121,11
patchtst_event,2,10,85202,0.007880910683012252,0.9999999999998889,0.015638575152041673,0.03820033955857369,9,1133,0
patchtst_event,2,10,85204,0.013871374527112214,0.3142857142857053,0.026570048309178675,0.05894962486602325,11,782,24
patchtst_event,2,10,85207,0.02142857142857141,0.4137931034482687,0.04074702886247871,0.08875739644970382,24,1096,34
patchtst_event,2,10,85208,0.013036809815950911,0.6296296296296063,0.025544703230653606,0.06019830028328592,17,1287,10
patchtst_event,2,10,85209,0.08873379860418734,0.7478991596638593,0.1586452762923348,0.3008789722785656,89,914,30
patchtst_event,2,10,85211,0.0009910802775024766,0.03333333333333222,0.001924927815206926,0.0044286979627989175,1,1008,29
